study_hours,sleep_hours,attendance,previous_score,stress_level,final_score
5.592240554129152,8.009700538349453,73.90048566771932,74.4684576319071,10,70.2037893441792
5.522110544359778,7.457628107060129,50.0,57.55789301683444,2,77.8126668185303
5.010226913284922,6.399820508048304,50.0,76.46593194094679,4,80.73801302655728
4.530825733249706,6.125251424116065,61.11110675610369,58.36572536704099,5,68.73549134371248
2.1692585158991715,9.108471396261946,53.116232581615215,71.99778658742511,5,60.962342638890895
4.158709354469282,7.301107811137584,50.0,64.32397708056862,7,57.11918449725764
4.314570966946461,3.846098962118467,78.30103591121782,96.27881215409957,10,77.20225544225912
3.395445461556762,5.989690528154136,50.0,84.25473486727967,8,60.78017347894363
4.677428576667982,5.712675952342559,61.66324624518933,90.20945350281745,9,66.88821562111838
5.8081017136290765,6.180603986233803,84.89122625566546,70.36071653678599,5,90.70765826057008
8.77237180242106,7.844365990427628,67.43806412077313,82.33541408672322,2,100.0
5.349155625663678,6.838832677308626,78.28745193283702,71.37475116401713,2,83.20087395556115
5.515100781445529,6.884701889494507,78.07113197528169,92.0438705115059,5,100.0
4.851108168467666,8.970209741987855,50.0,68.9115690211559,5,72.05792809369737
1.162457569401917,5.955308365319968,68.95177482707014,49.03765989458809,5,51.94374766672384
4.946972249101567,9.796299288831024,50.0,40.020677121190914,6,73.26865224408309
5.120460419882053,5.993038612943371,50.0,95.02466679346773,8,79.03934659859819
9.926484224970572,7.133797294918857,50.492630653381106,77.17756711226289,5,100.0
4.615278070437755,6.57819460689585,52.42873613348863,78.16385275062612,3,70.06560699575017
5.603094684667225,7.1851287002514415,50.0,92.34471763437372,9,86.52876258120057
4.9305764605895135,7.666887992609693,51.08029281072937,45.22397584411067,4,69.72601914908807
2.662643924760936,7.650752860133315,75.35497328311061,64.62098177152288,8,53.9953407048885
7.285645629030041,5.87032400406913,50.0,66.4589525557745,9,79.47559082522119
6.503866065373549,5.315627983828644,52.8703488305756,81.13412849810523,7,77.77110351186761
6.582063894086094,10.754757686358566,79.44965682253732,59.61039662348676,3,94.71060150899403
3.181225090410522,6.27402349059917,50.0,51.979393847278146,10,41.38541182495906
7.805588621872198,8.04881865800798,50.0,51.8447702350434,6,79.71929727351298
2.1962978744154382,4.588538034215205,64.3313151881681,87.2412711440803,7,64.39428739949747
6.173714187600541,6.580580920142985,50.0,58.862018592953234,7,66.10107676748191
9.380911251619956,6.809200924026335,50.0,61.71973773517283,8,84.84877141269301
3.0189273497386235,7.709222604891749,50.0,79.51747226091857,10,74.22314330813194
3.867404540794456,3.0,53.438128534915435,59.5158188764765,5,57.553287056401345
5.199302730175282,7.249210919617496,50.0,44.42577365866538,5,68.09478497550802
3.9930486917676014,5.275387816948161,64.43581240380642,46.274482394126515,2,59.565210460509086
1.8986731378677346,7.486518566792386,50.0,69.14788904926813,2,56.33854359490514
5.137125949612055,5.445506204742756,61.82086318955368,77.45992645547832,4,85.42953565754229
2.8753925725477902,5.716775956111628,50.0,66.9663213422437,7,59.49238543959859
5.9471848612703635,6.5895585844100975,81.41563870974089,76.45664055713604,8,90.49168011108242
3.1611515315323935,5.421505795595207,81.5579599093713,45.80743710988546,3,63.04115226329946
8.09986881003508,6.286698329896968,50.0,46.820446885478376,1,91.07248862753411
3.4334934153275256,5.209936347185027,52.42988792022467,100.0,4,62.54498817634962
4.355876967588649,4.250244322451909,59.41149590497332,88.4917640820502,6,74.20613231828649
6.62703443473934,8.52693557864404,50.0,81.53457837847776,6,90.9680071535518
2.5382713671320896,5.055926960764108,50.0,60.10412993898341,9,40.40340367396575
5.4549198692082586,6.731978668588025,69.9098989866695,66.42990713904324,7,79.56265866195608
7.614285508564857,8.129336622240677,71.09265689464513,69.974840242996,9,84.74888841163283
1.785033530877545,6.077583846225935,50.0,89.71519170574786,10,51.567908898503134
5.369267717064608,5.762251150381693,50.0,76.04174149667638,5,72.49453926116183
5.519765588496847,7.3393571330011325,55.74126420292989,77.88870701931702,5,88.06199374416698
6.563645743554621,8.676900734090728,50.0,67.4851759732375,5,79.89428040309951
2.526098578243836,5.246027102370297,50.0,81.88997600260127,5,57.99521426572083
2.3590867738314474,6.774778251973841,66.8752892219064,74.5348412114691,4,62.93536486584369
6.0438831312337955,4.401258107549009,69.49485207688195,70.66034099118521,6,74.29164517207472
5.5939693464663724,6.410198494476715,55.23555503726337,58.853737417205934,1,79.87742125514173
5.5009857006917535,7.051307026807113,50.0,68.29642386847551,2,83.1190571162989
5.692896418993952,5.7180630373674015,80.39140629668059,53.807009443300664,9,63.77437908619143
3.6399505568430186,6.314512249262153,68.61054994339277,69.39791491019568,6,69.03562777929444
5.464507394322007,4.887659847538825,50.0,71.3336703694735,6,71.69117918376817
5.586144946597362,7.115617917072241,75.86990732730621,33.93222423090529,10,53.83194563537848
3.571297163947264,8.583541373324724,50.0,66.54490691349244,4,68.95721455067593
8.731549022289514,5.354284195344304,68.98664739092311,52.361796930931106,5,85.58278412795724
5.947665841823575,6.065992350171426,50.0,77.47958988275042,9,70.23139832626558
2.617393005594703,7.753819369681272,56.267187486682595,79.55739615326492,2,70.64777088853683
6.313107217267659,8.818136078984104,77.37423276767561,63.60490273502024,3,91.17854054444759
3.050636659545357,4.7602152816866035,50.0,78.23533130682874,10,51.223100580616524
6.574169207484904,6.746822893876076,50.0,78.86600404502592,8,86.23113316124456
7.317191158014808,7.424696233479287,50.0,66.55426240882348,9,75.28074903022582
3.358635363296579,6.846915414056728,50.0,93.01430462955487,5,79.38480049201885
6.926752258488643,3.284811899684369,50.0,59.12387594490248,3,80.92349040625605
5.825561853872997,7.751635013963158,50.0,92.07048554879749,1,87.86442990755353
6.64412031998898,9.279004526635966,50.0,66.62200856225192,2,87.97146807184835
8.793585965307894,7.174992626754255,50.0,57.35010470161049,4,95.33882350986143
4.509223767994259,5.453340920058605,50.0,64.72677286293427,4,67.2490521391124
3.492527671285021,6.230309130453575,50.0,53.50916158406015,5,55.745001874833754
3.2209711407489534,9.654869601483389,73.31207613969111,81.76836801083805,9,75.8657147159278
3.3683794300691234,8.364943811290837,69.20375961303537,45.95846532887086,2,74.05392482909339
4.845796581171792,7.960039927576494,65.48319842234888,90.84412830653238,2,91.98481792747596
5.682303949633288,7.534618875301564,50.0,55.961991973803094,5,69.47428334104869
5.553381598660038,6.008294331713541,50.0,82.54980057768931,2,71.98557032810085
6.654366498072047,6.6991432290163475,50.0,70.36338791590703,10,70.05074160371511
5.026003783755814,6.883115896482226,66.0957303591965,74.06222924574394,5,76.44408279031919
7.907068154314634,7.824361474096666,76.68313575668716,61.14934943083954,5,87.61610706418381
4.470686333524088,9.263378341400355,50.0,75.29212000499699,7,70.97036043347977
10.440338333179238,8.677507205189691,50.0,72.02461432826296,4,100.0
6.251334695530012,4.870923466305939,76.69783032282314,48.13133397746009,2,80.10622796663951
3.285684887167435,7.335992453351573,50.0,55.56249995600113,8,50.93039465163321
2.8582150038777754,8.105145017751845,51.50161980175655,61.8863183348529,1,70.9413652048782
5.96494483048637,7.928290495216953,60.70248003770949,58.675052228103254,10,68.23159832567444
4.553074429348298,6.056149354918871,50.0,88.79216418075477,1,89.76228326730333
6.428000988184184,11.371163823652543,50.0,70.1052127577125,7,81.25292819805941
5.94647524914709,5.084373156503322,50.0,58.31992978540177,4,79.12833964085259
4.854342174686255,5.375217330000925,79.42533545252972,62.63845263995441,3,83.2413331294061
3.30641256386319,7.3503926218923645,61.10597350319077,62.433053746794,1,79.97158240960779
1.9703055506282707,10.17520458244578,61.05123621874482,65.67925791992401,8,60.05285122448649
4.106970095865957,5.7457077239437435,60.268518078417586,53.87005892920601,8,54.24826256878717
6.712797588646945,6.601257451529512,50.0,57.79103334104022,4,74.19317850294122
5.4281874882604075,8.61594050952354,63.77396476892895,81.49910366746316,2,100.0
2.508522442576024,6.973206767668399,51.671229243436024,72.7801465505037,4,68.58576048781862
5.346361851702364,6.498094218204557,57.41668051634382,67.714936801897,7,64.99839497164173
5.770634759457674,7.84844935283008,50.0,70.0393422597265,4,84.45388597325085
3.2322851275977342,7.40877698534439,50.0,69.31658865136885,3,63.57881470071013
5.307450211891056,8.545658178455188,50.0,66.86303342902534,10,66.99523456928753
5.116417436892,8.937203333598045,69.20620794380167,77.75657258061219,1,97.45064824006852
2.714059404338754,7.460504590008043,60.587337600483295,76.64739978771888,9,66.61634797211417
5.715574720696567,7.437599088067463,83.41259142909443,46.42355540159177,5,78.23399348284899
6.121569052736469,7.321166473429201,76.87189695301225,68.02656721136135,2,90.85239377264406
7.166102486350554,7.733695834973932,65.12093260083344,47.41270900988852,6,78.01992851450555
7.1076041040698055,7.082755956807196,80.09022090234842,79.5336580518356,2,100.0
2.244661264085818,6.9990872765165655,50.0,81.51499835275425,6,64.76938869229943
3.124349920169754,8.794940681240863,50.0,60.83831653537456,9,54.46528882230636
6.0300705344173195,9.274174270532566,77.43885894509586,68.24861566997926,2,85.91305583004187
6.027571901824418,4.738670583049869,50.0,38.32839554316631,1,55.77418830535284
6.030095372612096,7.015031727610854,76.08878145511396,84.5918472113804,7,87.97059372898977
12.705462981309442,5.966958349832148,50.0,80.64510610377103,8,100.0
6.141781021386334,6.533542800270892,50.0,87.2512789260629,2,87.03228267932575
7.271131280361198,7.603774314602982,50.0,92.29816210505649,4,94.34775898035042
6.908003526986405,8.004157557313702,76.45407897396157,51.63836060534837,8,88.52232794842502
6.302782502611596,6.831810334582983,61.34166504385767,83.32066302457662,4,89.52016042006807
4.369461510719309,4.129989497915796,78.19151797339858,92.1895666662769,9,76.04045258885606
6.517938440986535,5.5524316291357305,54.446250564667466,47.58133193456146,1,79.58370010889514
3.4543495709248564,8.34474950530025,50.0,67.4318318223143,10,43.82454188147502
4.526362786519982,3.0,50.0,64.54897025155864,7,53.4539468428286
4.029272904341793,8.781140727522999,50.0,82.83192796287247,3,73.74126598431337
5.163748278772645,7.781844985966812,50.0,34.0908840048388,10,58.654800446089624
9.629317133347017,8.974264122295033,50.0,97.23936544348291,3,100.0
1.2654696148165039,6.70214621967856,51.29186513190037,68.3119440370811,7,46.33985771148913
6.372520380749027,3.9078918639656424,73.77357496745213,83.74141603025718,6,82.00338758789306
1.7745682576206967,7.645543962259747,50.0,69.09644143462614,3,55.87330720014935
4.056136268421133,8.911979686057512,64.02712539612048,77.38187576469511,2,84.77264885894832
7.177901193934732,8.387082708270132,80.9774844231664,35.17872612075775,6,78.817017044794
5.128560038190925,6.005962774767947,75.54714769984065,64.22676440798935,10,66.82480405241157
2.8445104441413878,7.13014161319397,50.0,82.71641817015518,7,65.08185922662247
3.5693925814800638,6.200745596830114,50.0,74.33098520070541,9,58.1649424854876
6.359195497869352,5.771100303715942,65.48626216884742,45.44738360909864,9,65.06539142672742
3.5392667365657267,8.433082856769776,50.0,70.9213734081492,9,65.49210692230415
5.43291717916395,5.203701533102256,50.0,57.718865112077424,10,47.41121076783109
5.091143679807628,5.6592753541275815,50.0,56.41871123239843,1,75.84158607331156
3.6967993047883656,5.3439615497914215,50.0,47.189585900249234,4,49.81924170315154
9.28788817865065,4.76462871505143,50.0,79.28053932860695,4,91.46891912059382
6.267838044636022,7.219621437763905,50.0,86.69521665903453,10,76.06194772933608
0.9497148266847857,8.742254572722963,65.66432136496053,100.0,8,67.98898477042593
5.3729086295388555,6.722684865632101,61.733055404675554,47.889274123856076,3,74.63080935114527
3.676427070463224,4.74137829915375,50.0,81.51058241839714,1,68.74351569175049
6.704866669592448,8.259916809613042,83.57207743530637,82.49757055631362,3,100.0
3.4149585231345987,9.528552631052458,62.69516701317073,61.29242984172988,6,65.3681574557938
4.770527117066202,6.030636513780108,50.0,56.236324218860034,7,55.81140236141017
6.0099745579609145,6.2821685999234225,76.89480285391421,53.71386518549605,9,62.808517594200154
6.731510388340243,7.773490945125092,75.52930841686559,62.089701348096774,5,79.84664098547881
2.5994071858884475,9.432810621677577,50.257244819699416,73.03932393783924,5,59.15656451956906
4.330997528318103,6.2202487814121605,50.0,90.40168015760219,3,80.82794914320736
4.050109377678088,5.001325328502693,50.0,86.58007507015175,3,76.90612301947583
3.693341534852576,7.94712790940861,50.0,45.768745835970066,9,45.34743672242047
8.530908480562193,8.198602109713448,50.0,58.16735127099232,3,85.6092930473855
5.809963421921911,7.00919717565284,56.17895736551836,89.49460561464207,3,88.66151314144884
2.4782320913299096,6.162800110513824,70.52882556717954,59.03360751107398,9,51.97528336780808
6.835723894109552,8.49156809648807,74.00784978892264,69.14628754884735,4,94.33751304111563
9.244312394025266,7.792054006821946,50.0,44.42066598078872,6,77.7525032998087
7.064930521102294,5.84734672464476,50.12450258407479,87.29550123269422,1,94.13891596529216
1.9612600680919732,7.073642096958507,50.0,41.30877691222918,2,59.312983068356054
4.031531854267497,4.97243870196303,50.0,45.35784128820072,3,51.27185263066201
7.533822298373245,8.02883568465688,70.45780642124659,85.76225591255056,2,100.0
3.5846610687624385,6.6066496459257165,50.0,98.80092519349836,10,68.1568800486611
5.887638856292456,6.346433751422895,51.69875271829895,65.64083372912629,3,73.05763536581154
6.5492681068586736,6.950688272271349,53.20948704319774,69.29705782205762,5,83.38595805261193
3.1461390568438343,7.060461548995372,50.0,83.62419339674483,1,69.60511899639188
4.8809492878764,8.34239509234834,50.0,74.34171722046074,1,86.99881001291492
0.0,7.886635796987832,50.0,64.40172730935004,7,42.75074511242739
2.9512247173314203,6.765386081810796,50.0,62.71819567921461,9,43.2770702034522
4.494863697213679,8.145502224578493,82.77703126179719,46.49803063772525,9,67.63597290878634
2.504433636070301,7.601105880537419,74.47477249056206,73.4941265818033,7,60.98516040175078
8.26482260786327,6.360100545570944,78.64272548315773,68.62124766895786,2,100.0
2.1397172440787346,6.812922762645271,65.25767462010425,63.43230731330979,7,58.42549150262442
4.119911026606032,6.777665666735319,51.85806310250121,54.972778066564175,9,48.879198742115356
5.2614811545721825,7.757892014761302,50.0,56.49203720059854,7,62.77856718649754
7.8825465781322315,6.4494660779175375,50.0,79.27565380760049,2,100.0
2.1282756976411212,6.41438622036755,50.0,83.2249547261357,7,47.411096445529125
7.326327504309919,9.953135964150938,50.0,65.09325765564074,4,96.66857867435098
5.020466122039174,8.409603222620657,72.73592866019058,63.51280640130431,8,65.8261662539664
3.036982697904098,5.859099003362291,50.0,57.19527930078695,3,55.284870880650075
5.924206948526542,7.856411490913297,50.0,84.05230065361387,5,85.36683972053422
5.39811939114694,7.177525098482766,51.00028965119618,70.46493654483861,3,81.84740791914544
3.799566245682411,7.58732676289014,50.0,75.51851468990897,7,66.86984076409337
5.139604169980037,7.206011986847657,78.01446182163426,75.37705195140194,3,87.90153107316355
4.22937280627648,8.784463968227854,50.0,65.38447569199094,10,57.68935727549484
5.227034690502496,7.518430516977169,50.0,52.51959850234868,5,74.9863276905108
6.324261349042093,6.906866952678569,50.0,55.05800266471121,1,84.32302357218221
8.172033632290704,8.563285865474526,50.0,86.91828298971177,4,100.0
2.524369002346302,7.349927561631808,50.0,59.11473527724142,6,51.860807747198784
9.266066749312532,7.182217868993587,78.00533515683033,63.84456520377474,2,93.99313660472235
1.0958244009549962,7.471033903729172,72.51071028018352,52.984141969431846,6,56.46821128839263
4.6964298099288335,6.85958646495045,60.728631808426755,51.759002216103895,10,57.90568024291072
6.176634412969153,7.013840489493203,77.23352933989679,58.46252504456916,7,78.38022837329252
5.561983735470065,6.119958116857191,50.0,95.32610776366688,8,74.34340384899886
3.7546009603588124,5.873249170564182,62.73491117254237,79.87056086788644,3,73.54760790829418
4.5837554992854495,5.502144420276341,50.0,62.098166928645654,10,50.767084362904775
4.013998130682334,4.912025069804386,50.0,86.24315191827992,3,73.61714071341294
3.821270486111577,5.680423957923165,71.99272223083318,67.7155169005533,5,63.472836419734676
6.699204194042049,6.738599448299611,50.0,90.31510070487758,3,95.91231455125448
5.714030971930095,7.1546763736684555,50.0,100.0,9,90.0626530420958
3.6141808094786914,6.593055155278539,50.0,85.42242608899286,7,63.437721815761385
6.799199750866501,3.466444764808963,50.0,71.41826432833867,5,66.53224112915115
5.614599041753219,9.361879536643514,82.66201882617018,80.48964810274539,5,93.2811439321298
6.62572423767792,8.629720184335573,50.0,70.22606828923318,1,93.05460555555955
6.259257683847224,7.668639776825693,50.0,42.46002454037436,9,62.883847260562725
3.3420099781558554,9.861236008829902,50.0,60.18061878681934,2,79.5173218530953
3.879637919606061,5.533953823774434,50.0,55.72612606520174,7,57.83556237240686
6.494587210246523,9.831437680939008,67.70986585062118,59.848134372536904,7,73.3301154000414
6.22074053086693,5.552178884874178,81.36827901799167,96.90507148959166,2,95.20070556449878
4.958196812071704,7.358106887937035,50.0,86.83224614281988,8,75.26836521603937
5.234654766617564,5.0892440122986935,50.0,76.61327202162471,8,63.726304993953406
7.55532979157685,7.02204114331655,51.50065100643242,82.18514425677037,9,89.72061954533268
3.8168572223283403,7.579249746997583,65.52903928048032,41.61829771141216,2,61.863153039891486
6.094194762340075,6.767964503298168,73.24960790623894,80.92275569634295,1,100.0
4.595614695132212,8.070816166135206,63.44158019570612,84.09436474303251,9,70.5432248522229
4.56463759354556,7.148521674230886,60.406033647141264,36.40379218469076,3,65.11452422519353
7.19755370397438,6.216377907433737,53.20939424241516,81.47855130669099,10,72.8351338282324
6.6508326979760595,6.149780023296492,50.0,48.638895359993725,2,78.80357956884451
6.627019272001277,8.216370658923545,64.51277079398297,40.44991965330952,10,70.46519330338299
7.610957614308658,6.019386955289549,81.1767427398493,89.89477325289367,2,100.0
5.042007683265518,8.373104455727406,57.00410413204603,54.89426428581487,2,86.5608469686482
6.363905942589928,8.834067689247895,50.0,59.26079890923434,8,68.58980356552276
4.379466486813088,4.4969292064808055,50.0,84.84406814136018,3,74.31866083507416
5.648332704976884,8.699389580951552,50.0,65.42142591621398,1,89.0382600579272
4.739713891264631,10.090634047667049,50.0,67.29751939406377,8,65.04995603851583
5.193991929985437,7.3780056418028925,64.30758873086141,66.96869640343107,2,83.11716401439323
6.190314050873827,7.898626277942234,70.50145020660891,75.21398156462179,6,89.30504994766092
3.3635586335330547,8.555507986553739,50.0,66.60498375413987,8,64.21680194321702
9.184774551370921,6.586776527231467,50.0,71.7118911153865,10,88.49139846089346
2.987965237000596,7.273420335306804,50.0,62.446628118809414,9,47.120003761560795
2.5716227744245357,5.0287007055653365,50.0,75.27729384819042,1,67.4677247981672
7.316221747000135,7.2079525427956765,50.0,74.70764547856851,9,71.30551670474003
6.583325387925871,7.747167993466812,81.74775248738298,98.46828756526273,8,92.70073264204443
6.24823963410431,7.7742445343897035,50.0,64.28123575489447,6,74.63161609885171
6.25669101852856,8.59813708539637,50.0,67.2375172329253,5,86.09487407636288
4.975506454306171,5.837796732796706,55.62186018889206,73.58236488905563,6,73.31220592972699
3.2054912570283367,6.201089864989755,50.0,84.4665346647208,2,73.41670489289123
5.151609116387453,9.843261018987032,50.0,53.626222702341984,3,78.13834025497941
3.6456765769757764,6.774507439354435,73.78702675946522,71.55364782662602,9,67.14098437206087
6.9502394668355025,7.300050680968492,53.693845350516625,32.38260945917399,3,74.25761291556395
4.705885236995723,6.8994849374121685,59.831034235886214,65.92702124916407,10,58.77313005388048
3.349005606414977,5.767478760542467,58.71932913864712,86.09090545149041,7,61.548698486114255
4.357228316694013,9.435293816337708,78.14987961945188,59.10786345479023,4,78.62838667883256
5.825862908551248,6.208447882119091,73.01173839998272,72.65256422927968,9,70.5414517581678
3.8725508943920506,5.309071714439606,72.8625949310334,62.06641638424596,4,71.77263419799392
3.3555592088671373,6.323889584045872,57.00814425837642,57.10896703399476,10,57.016386126331824
5.487374422983825,3.9974409974117,50.0,84.57228997402152,10,67.07887261849501
5.4899331422174455,6.023068802525227,69.5479471059293,54.32111965231519,6,61.03794295939662
3.9861136492577405,5.54780710322151,53.78556192438966,74.39447940794639,2,69.75338843631545
4.057923388763355,7.9261429463909865,61.62929385256466,74.62527431149239,7,70.57154604878029
5.464099874715273,5.989878640660192,50.0,57.22300724442064,3,64.0154774491379
2.1038313170053518,8.331705903368272,81.24051757593878,72.33527885436443,1,78.64481773848462
2.1850724512468895,9.097725989603981,70.25924533480821,55.97578243798034,7,60.93549779456958
